id,title,author,release_date
42259,The People of the Black Circle,Robert E. Howard,2013
25779,'Drag' Harlan,Charles Alden Seltzer,2008
50668,The Secret Martians,Jack Sharkey,2015
23263,The Fugitives,R.M. Ballantyne,2007
30664,Callista,John Henry Cardinal Newman,2009
51061,"The Wide World Magazine - Vol. 22, No. 131, February 1909",Various,2016
32985,A Modern Wizard,Rodrigues Ottolengui,2010
39549,The Carved Lions,Mrs. Molesworth,2012
26396,No Clue,James Hay,2008
6448,Unknown,Unknown,0
31985,Perfect Control,Richard Stockham,2010
51172,Pikku miehiä,Louisa M. Alcott,2016
50770,Wunderwelten,Friedrich Wilhelm Mader,2015
53730,The Red Cross Girls in Belgium,Margaret Vandercook,2016
16692,Beyond The Rocks,Elinor Glyn,2005
54096,Olga Romanoff,George Chetwynd Griffith,2017
55909,Kustaa II Aadolf ja hänen aikalaisensa II: Jumalan valittu sankari,Louise Stjernström,2017
12826,The Air Trust,George Allan England,2004
54068,Hearts of Three,Jack London,2017
21306,Dick o' the Fens,George Manville Fenn,2007
24821,Diamond Dyke,George Manville Fenn,2008
21072,The Pirate Island,Harry Collingwood,2007
12730,The High School Boys' Fishing Trip,H. Irving Hancock,2004
42407,Misrepresentative Women,Harry Graham,2013
21202,Fighting the Whales,R. M. Ballantyne,2007
44307,A. D. 2000,Alvarado M. Fuller,2013
8206,The Pilgrims Of The Rhine,Edward Bulwer-Lytton,2009
22995,Miss Pat at School,Pemberton Ginther,2007
60055,The Boy Fortune Hunters in Alaska,L. Frank (Lyman Frank) Baum,2019
121,Northanger Abbey,Jane Austen,1994
3236,Mr. Bonaparte of Corsica,John Kendrick Bangs,2002
4045,Omoo: Adventures in the South Seas,Herman Melville,2003
40648,On the Lightship,Herman Knickerbocker Vielé,2012
35082,Saboteurs on the River,Mildred A. Wirt,2011
44324,The Flying Death,Samuel Hopkins Adams,2013
48681,Pericla Navarchi Magonis,LÃ©on Cahun,2015
13840,The Sign Of The Red Cross,Evelyn Everett-Green,2004
3939,Unknown,Unknown,0
56807,Sysmäläinen,Jalmari Finne,2018
56064,Der Luftpirat und sein lenkbares Luftschiff 1: Der Beherrscher der Lüfte,Anonymous,2017
34703,The Tower of Oblivion,Oliver Onions,2010
35003,The House in the Mist,Anna Katharine Green,2011
25865,Patty's Summer Days,Carolyn Wells,2008
6122,Unknown,Unknown,0
55189,The Summit House Mystery,L. Dougall,2017
17333,Wilt Thou Torchy,Sewell Ford,2005
9319,"A Doctor of the Old School, Part 5",Ian Maclaren,2004
11602,The World of Ice,Robert Michael Ballantyne,2004
58313,Uit Ouden Tijd,P. Louwerse,2018
20485,The Lunatic at Large,J. Storer Clouston,2007
25492,How Private George W. Peck Put Down The Rebellion,George W. Peck,2008
52985,"Deutsche Humoristen, 1. Band (von 8)",Peter Rosegger,2016
30989,Mystery Ranch,Arthur Chapman,2010
53263,The Mystery of M. Felix,B. L. Farjeon,2016
50287,The Flying Machine Boys in the Wilds,Frank Walton,2015
27633,To Mars via The Moon,Mark Wicks,2008
31357,The Ultroom Error,Gerald Allan Sohl,2010
30480,The Humors of Falconbridge,Jonathan F. Kelley,2009
2492,Orpheus in Mayfair and Other Stories and Sketches,Maurice Baring,2006
33770,Impertinent Poems,Edmund Vance Cooke,2010
46417,Prisoners in Devil's Bog,Hugh Lloyd,2014
37673,Ned Wilding's Disappearance,Allen Chapman,2011
24913,The Monster,S. M. Tenneshaw,2008
33801,"The Mysteries of Paris, Volume 2 of 6",Eugène Sue,2010
26925,The Bradys Beyond Their Depth,Anonymous,2008
748,The Brother of Daphne,Dornford Yates,2008
55947,Dean Dunham,Horatio Alger,2017
4581,The Thrall of Leif the Lucky,Ottilie A. Liljencrantz,2003
45981,Rowlandson the Caricaturist. Second Volume,Joseph Grego,2014
10337,Lady Into Fox,David Garnett,2003
31228,The House by the Lock,C. N. Williamson,2010
6602,Unknown,Unknown,0
30961,The Rushton Boys at Rally Hall,Spencer Davenport,2010
32325,The Adventures of Huckleberry Finn,Mark Twain,2010
45047,The Red River Half-Breed,Gustave Aimard,2014
9931,K,Mary Roberts Rinehart,2006
57151,Salaperäinen vihollinen,Sven Elvestad,2018
19526,Stand by for Mars!,Carey Rockwell,2006
2185,Maruja,Bret Harte,2000
45700,Mr. Punch on the Continong,Various,2014
49309,Mr. Punch's Scottish Humour,Various,2015
21319,Three Boys,George Manville Fenn,2007
34650,A Gentleman Player,Robert Neilson Stephens,2010
55956,The Lost Parchment,Fergus Hume,2017
59683,De lynch-wet,Gustave Aimard,2019
50961,The Slipper Point Mystery,Augusta Huiell Seaman,2016
34817,"Tales of the Wonder Club, Volume II",Alexander Huth,2011
41314,"My Danish Sweetheart., Volume 2 of 3",William Clark Russell,2012
56366,Varastettu basilli ja muita kertomuksia,H. G. (Herbert George) Wells,2018
7105,"Adventures of Huckleberry Finn, Part 6",Mark Twain (Samuel Clemens),2004
33980,In Story-land,Elizabeth Harrison,2010
175,The Phantom of the Opera,Gaston Leroux,2008
43835,Lumen,Camille Flammarion,2013
15719,Baron Olson och andra historier,Sigge Strömberg,2005
49469,"Wide World Magazine, Vol. 22, No. 128, November 1908",Various,2015
46285,L'ancien Figaro,Anonymous,2014
42697,Anna Fleming,Santeri Ivalo,2013
47120,Quarter-Back Bates,Ralph Henry Barbour,2014
38875,"The Maid of Honour, Volume 2 (of 3)",Lewis Wingfield,2012
54853,Pietari Särkilahti,Santeri Ivalo,2017
52805,Where the PHPH Pebbles Go,Miriam Allen deFord,2016
39094,Two Boy Gold Miners,Frank V. Webster,2012
26654,Peter and Wendy,James Matthew Barrie,2008
41641,Just Sixteen.,Susan  Coolidge,2012
28644,Beyond the Door,Philip K. Dick,2009
25316,Frank Merriwell's Son,Burt L. Standish,2008
38838,"Tales From the 'Phantasus', etc. of Ludwig Tieck",Ludwig Tieck,2012
2459,Trent's Trust and Other Stories,Bret Harte,2006
55556,The Transient Lake,Luis Senarens,2017
59004,Burgess Unabridged,Gelett Burgess,2019
30683,The Unthinking Destroyer,Roger Phillips,2009
12611,The Regent,E. Arnold Bennett,2004
35401,Friend Island,Francis Stevens,2011
34724,Lola,Owen Davis,2010
16597,Square Deal Sanderson,Charles Alden Seltzer,2005
33725,Unexplored!,Allen Chaffee,2010
41779,The Human Boy and the War,Eden Phillpotts,2013
2681,Ten Years Later,"Alexandre Dumas, Pere",2001
54452,The Bab Ballads,William Schwenck Gilbert,2017
42069,Janet Hardy in Hollywood,Ruthe S. Wheeler,2013
41239,Tusschen mal en dwaas,Clementine Helm,2012
59775,Alf's Button,W. A. Darlington,2019
12161,"Project Gutenberg, Night Watches, by W.W. Jacobs",W.W. Jacobs,2006
32434,All In The Mind,Gene L. Henderson,2010
37152,A Maid of Many Moods,Virna Sheard,2011
18786,Treachery in Outer Space,Carey Rockwell and Louis Glanzman,2006
35146,The Solitary Farm,Fergus Hume,2011
37270,The City in the Clouds,C. Ranger Gull,2011
50701,On the Plantation,Joel Chandler Harris,2015
46860,O NapoleÃ£o de Notting Hill,Gilbert K. Chesterton,2014
836,The Phoenix and the Carpet,E. Nesbit,1997
55993,The Diamond Ship,Max Pemberton,2017
123,At the Earth's Core,Edgar Rice Burroughs,2008
28343,"Rahvaan tytär, miljoonain hallitsija",K. J. Gummerus,2009
10792,Keeping Up Appearances,W.W. Jacobs,2004
51079,"Ned, Bob and Jerry at Boxwood Hall",Clarence Young,2016
43267,Captured by the Arabs,James H. Foster,2013
8668,Revenge!,by Robert Barr,2004
27355,Shoe-Bar Stratton,Joseph Bushnell Ames,2008
59681,The Century World's Fair Book for Boys and Girls,Tudor Jenks,2019
38429,Frank Merriwell's Alarm,Burt L. Standish,2011
55888,Pennsylvania Dutch Rip Van Winkle,Edward H. Rauch,2017
35770,The Hero,Elaine Wilber,2011
6439,Unknown,Unknown,0
49660,La alhambra; leyendas árabes,Manuel Fernández y González,2015
26669,"The Strange Adventures of Captain Dangerous, Vol. 3 of 3",George Augustus Sala,2008
60548,Specimen,Charles V. DeVet,2019
59758,VÃ¤ter und SÃ¶hne,Iwan Turgenjeff,2019
24617,The Wild Man of the West,R.M. Ballantyne,2008
28184,The Rubaiyat of Omar Cayenne,Gelett Burgess,2009
30528,The Day of the Dog,Anderson Horne,2009
27771,Once on a Time,A. A. Milne,2009
12398,"Clarissa Harlowe, Volume 9 (of 9)",Samuel Richardson,2004
14546,Betty Gordon at Mountain Camp,Alice B. Emerson,2004
59373,Catalysis,Poul Anderson,2019
56237,The Pink Shop,Fergus Hume,2017
25386,La lasta Usonano,J. A. Mitchell,2008
57284,Manual of Classical Erotology (De figuris Veneris),Friedrich Karl Forberg,2018
23444,Deux et deux font cinq,Alphonse Allais,2007
54273,Locked Doors,Mary Roberts Rinehart,2017
29573,The O'Ruddy,Stephen Crane,2009
45298,Sota ja rauha IV,Leo Tolstoy,2014
26482,"Madeline Payne, the Detective's Daughter",Lawrence L. Lynch,2008
55851,The Wishing Horse of Oz,Ruth Plumly Thompson,2017
39850,Cattle-Ranch to College,Russell Doubleday,2012
32448,The Statue,Mari Wolf,2010
17844,Ben Blair,Will Lillibridge,2006
57370,"The Mysteries of Heron Dyke, Volume II (of 3)",T. W. Speight,2018
34944,"Brenda, Her School and Her Club",Helen Leah Reed,2011
31840,Ring Once for Death,Robert Andrew Arthur,2010
31612,The Very Secret Agent,Mari Wolf,2010
25334,Deerfoot in The Mountains,Edward S. Ellis,2008
32631,Restricted Tool,Malcolm B. Morehart,2010
2841,The Ivory Child,H. Rider Haggard,2006
26649,Terribly Intimate Portraits,Noël Coward,2008
35784,Gwen Wynn,Mayne Reid,2011
5695,Jim Cummings,Frank Pinkerton,2004
40909,"Anthony Trent, Master Criminal",Wyndham Martyn,2012
9763,Unknown,Unknown,0
22424,Frank Merriwell Down South,Burt L. Standish,2007
37352,Daphnis and Chloe,Longos,2011
58431,Orville College,Mrs. Henry Wood,2018
1613,Count Bunker,J. Storer Clouston,1999
829,Gulliver's Travels,Jonathan Swift,1997
32484,Moon Glow,G. L. Vandenburg,2010
41667,The Emerald City of Oz,L. Frank Baum,2012
27436,Brand Blotters,William MacLeod Raine,2008
9202,"Little Annie's Ramble (From ""Twice Told Tales"")",Nathaniel Hawthorne,2005
16014,The Hedge School; The Midnight Mass; The Donagh,William Carleton,2005
57841,Tiikerikissa,Gustave Aimard,2018
5333,Every Man In His Humor,Ben Jonson,2004
35243,Right off the Bat,William F. Kirk,2011
5709,La Vendée,Anthony Trollope,2002
40607,Excuse Me!,Rupert Hughes,2012
47646,Joan of the Journal,Helen Diehl Olds,2014
57623,The Loudwater Tragedy,T. W. Speight,2018
32928,Haviland's Chum,Bertram Mitford,2010
55748,The Red Bicycle,Fergus Hume,2017
30417,The Bright Face of Danger,Robert Neilson Stephens,2009
45740,The Boy Scouts of Lakeville High,Leslie W. Quirk,2014
32899,The Cosmic Deflector,Stanton A. Coblentz,2010
36099,A Cadet's Honor,Upton Sinclair,2011
28857,Captain Bayley's Heir:,G. A. Henty,2009
32732,Jacob's Ladder,E. Phillips Oppenheim,2010
32630,Tiger Cat,David H. Keller,2010
25870,A World of Girls,L. T. Meade,2008
50471,Two Little Pilgrims' Progress,Frances Hodgson Burnett,2015
37429,Polly and Her Friends Abroad,Lillian Elizabeth Roy,2011
45617,Redskin and Cow-Boy,G. A. (George Alfred) Henty,2014
45813,"John Leech's Pictures of Life and Character, Volume 3 (of 3)",John Leech,2014
15667,Best Short Stories,Various,2005
14323,Là-bas,J. K. Huysmans,2004
48735,"Les MisÃ©rables, v. 5-5",Victor Hugo,2015
21736,The Gorilla Hunters,R.M. Ballantyne,2007
9488,The Line of Love,James Branch Cabell,2005
36497,The Happy Hypocrite,Max Beerbohm,2011
14287,L'île mystérieuse,Jules Verne,2004
17497,Ole Mammy's Torment,Annie Fellows Johnston,2006
53644,Historical Characters in the Reign of Queen Anne,Mrs. M. O. W. Oliphant,2016
16648,Holiday Stories for Young People,Various,2005
32638,In the Dark,Ronal Kayser,2010
38,"The Jargon File, Version 2.9.10, 01 Jul 1992",Various,1992
35127,Frank Merriwell's Return to Yale,Burt L. Standish,2011
1563,The Crystal Stopper,Maurice LeBlanc,1998
57662,"It's Your Fairy Tale, You Know",Elizabeth Rhodes Jackson,2018
23749,The Mythological Zoo,Oliver Herford,2007
59559,Shock Troop,Richard Bolton,2019
29363,Henry Esmond; The English Humourists; The Four Georges,William Makepeace Thackeray,2009
21927,"Project Gutenberg, Short Cruises, by W.W. Jacobs",W.W. Jacobs,2007
3940,Unknown,Unknown,0
36775,Humorous Readings and Recitations,Various,2011
60216,Irish Yarns Wit and Humor No 2,Anonymous,2019
56712,The Comic Poems of Thomas Hood,Thomas Hood,2018
17117,An Elegy on the Glory of Her Sex,Oliver Goldsmith,2005
36629,Hope Hathaway,Frances Parker,2011
1583,Options,O. Henry,1998
1154,The Voyages of Dr. Dolittle,Hugh Lofting,2016
21188,Tom Swift and His Giant Telescope,Victor Appleton,2007
5660,Mary Louise,Edith van Dyne,2004
16926,Skookum Chuck Fables,Skookum Chuck (pseud for R.D. Cumming),2005
20584,You Should Worry Says John Henry,George V. Hobart,2007
27377,A Little Maid of Massachusetts Colony,Alice Turner Curtis,2008
41522,Die Weltensegler. Drei Jahre auf dem Mars.,Albert Daiber,2012
17161,Max und Moritz,Wilhelm Busch,2005
58627,Bob Steele In Strange Waters,Donald Grayson,2019
8893,Selections from Poe,J. Montgomery Gambrill,2005
44687,Sorretun voitto,Eva Ljungberg,2014
24197,The Tinted Venus,F. Anstey,2008
34832,Voice from the Cave,Mildred A. Wirt,2011
55606,The Mandarin's Fan,Fergus Hume,2017
40660,The Interpreter,G. J. Whyte-Melville,2012
31581,The Scarlet Lake Mystery,Harold Leland Goodwin,2010
39800,The Adventures of Dick Trevanion,Herbert Strang,2013
45834,"La araña negra, t. 6/9",Vicente Blasco Ibáñez,2014
59439,Tom Slade on Overlook Mountain,Percy Keese Fitzhugh,2019
3469,The Hand of Ethelberta,Thomas Hardy,2004
44661,"John Leech's Pictures Of Life And Character, Volume I (of III)",John Leech,2014
54547,Young Stowaways in Space,Richard Mace Elam,2017
23120,The King's Daughters,Emily Sarah Holt,2007
24268,The Desert Home,Mayne Reid,2008
953,Tom Swift and his Big Tunnel,Victor Appleton,1997
56714,Dick Lester of Kurrajong,Mary Grant Bruce,2018
45029,On the Yukon Trail,Roy J. Snell,2014
1692,1492,Mary Johnston,0
55530,Erämaan tytär,James Oliver Curwood,2017
31377,Weird Tales. Vol. I,E. T. A. Hoffmann,2010
33324,"K. K. K. Sketches, Humorous and Didactic",James Melville Beard,2010
45833,"La araña negra, t. 5/9",Vicente Blasco Ibáñez,2014
14703,Le nain noir,Walter Scott,2005
37466,Lost in the CaÃ±on,Alfred R. Calhoun,2011
44770,Daisy's Work,Joanna H. (Joanna Hooe) Mathews,2014
14907,Living Alone,Stella Benson,2005
8178,The Politeness of Princes,P. G. Wodehouse,2005
42878,"De verrezen Gulliver; behelzende de zonderlinge reizen en avonturen, van den baron van Munchhausen,",Rudolph Erich Raspe,2013
43563,Bits of Blarney,R. Shelton Mackenzie,2013
41355,Miss Ravenel's conversion from secession to loyalty,J. W. de Forest,2012
1851,The Woman in the Alcove,Anna Katharine Green,1999
47822,The Gladiators. A Tale of Rome and JudÃ¦a,G. J. WhyteâMelville,2014
32395,No Strings Attached,Lester del Rey,2010
36321,Misrepresentative Men,Harry Graham,2011
56269,Cupid's Cyclopedia,Oliver Herford,2017
5784,A Tramp Abroad,Mark Twain (Samuel Clemens),1994
32322,The Boy With the U.S. Miners,Francis Rolt-Wheeler,2010
26392,The Hero of Garside School,J. Harwood Panting,2008
49485,NatalÃ¬a ed altri racconti,Enrico Castelnuovo,2015
52498,No. 13 Toroni,Julius Regis,2016
44115,Lady Sybilâs Choice,Emily Sarah Holt,2013
25270,Hunters Out of Space,Joseph Everidge Kelleam,2008
31483,The First Little Pet Book with Ten Short Stories in Words of Three and Four Letters,Frances Elizabeth Barrow,2010
33282,The Boy Pilot of the Lakes,Frank V. Webster,2010
48537,Billy Bounce,W. W. (William Wallace) Denslow and Dudley A Bragdon,2015
7143,The Strange Cabin on Catamount Island,Lawrence J. Leslie,2004
14079,Sandy,Alice Hegan Rice,2004
11184,The Constable's Move,W.W. Jacobs,2004
15559,Robur der Sieger,Jules Verne,2005
5087,The Treasure-Train,Arthur B. Reeve,2004
37335,Brenda's Bargain,Helen Leah Reed,2011
310,Before Adam,Jack London,0
19909,Good Cheer Stories Every Child Should Know,Various,2006
16861,The Wedge of Gold,C. C. Goodwin,2005
5003,The Rover Boys in New York,Arthur M. Winfield,2004
28302,The Arkansaw Bear,Albert Bigelow Paine,2009
42839,Popular Tales,Madame Guizot,2013
29644,The Island Mystery,George A. Birmingham,2009
25577,All Adrift,Oliver Optic,2008
33458,The Captain of the Gray-Horse Troop,Hamlin Garland,2010
30798,Sonny,Rick Raphael,2009
43674,The Cardinal Moth,Fred M. White,2013
43146,Turquoise and Ruby,L.T. Meade,2013
34020,The Window at the White Cat,Mary Roberts Rinehart,2010
22407,The Adventures of Piang the Moro Jungle Boy,Florence Partello Stuart,2007
7006,Bonnie Prince Charlie,G. A. Henty,2004
58773,Les Machines,Joe Love,2019
17856,Prisoners of Chance,Randall Parrish,2006
52870,Sigrid Liljeholm,Fredrika Runeberg,2016
43762,The Gnomes of the Saline Mountains,Anna Goldmark Gross,2013
32142,Marley's Chain,Alan Edward Nourse,2010
55747,Eerik XIV ja Juhana III: I. Veljesviha,Louise Stjernström,2017
15356,Red Money,Fergus Hume,2005
56767,Those Other Animals,G. A. Henty,2018
518,The Enchanted Island of Yew,L. Frank Baum,1996
48795,Sylvie and Bruno Concluded (Illustrated),Lewis Carroll,2015
25547,The Sundering Flood,William Morris,2008
53551,"Sarita, the Carlist",Arthur W. Marchmont,2016
23614,Happy Days,Oliver Herford,2007
29462,The House Under the Sea,Sir Max Pemberton,2009
10966,The Ghost Pirates,William Hope Hodgson,2004
28789,Histoire amoureuse des Gaules suivie des Romans historico-satiriques du XVIIe siÃ¨cle (2/4),Roger de Bussy-Rabutin,2009
58055,Murhattu urkkija,Sven Elvestad,2018
1495,The Golf Course Mystery,Chester K. Steele,1998
2059,The Little Shepherd of Kingdom Come,John Fox,2000
42406,Der gelüftete Vorhang oder Lauras Erziehung,Honoré-Gabriel Riquetti Mirabeau,2013
41595,The Funny Side of Physic,A. D. Crabtre,2012
43263,The Arrow of Fire,Roy J. Snell,2013
2174,Unknown,Unknown,0
43594,The Bright Messenger,Algernon Blackwood,2013
5270,The Film Mystery,Arthur B. Reeve,2004
50658,The Feather,Ford H. Madox Hueffer,2015
22262,Sans-peur le corsaire,Gabriel de La Landelle,2007
50794,The Haunted Ship,Kate Tucker,2015
53637,Marjorie Dean Macy,Pauline Lester,2016
24772,Sara Crewe,Frances Hodgson Burnett,2008
2948,Where Angels Fear to Tread,E. M. Forster,2001
12651,The Humour of Homer and Other Essays,Samuel Butler,2004
14623,Six Little Bunkers at Grandma Bell's,Laura Lee Hope,2005
45557,Green Eyes,Roy J. Snell,2014
53874,Under the Red Dragon,James Grant,2017
30537,The Royal Book of Oz,L. Frank Baum,2009
19523,A Husband by Proxy,Jack Steele,2006
33641,Marathon,G. H. Betz,2010
45659,Girls New and Old,L. T. Meade,2014
4635,Tom Swift and his Great Searchlight,Victor Appleton,2003
36851,Marjorie Dean College Freshman,Pauline Lester,2011
28870,The Cabin on the Prairie,C. H. (Charles Henry) Pearson,2009
7496,Unknown,Unknown,0
24443,An Australian Lassie,Lilian Turner,2008
29193,Dream Town,Henry Slesar,2009
13717,Ted Strong's Motor Car,Edward C. Taylor,2004
47655,Six Girls and Bob,Marion Ames Taggart,2014
2281,The Heritage of Dedlow Marsh and Other Tales,Bret Harte,2000
1954,Colonel Chabert,Honore de Balzac,1999
33516,Abandoned,Jules Verne,2010
14482,The Story of the Foss River Ranch,Ridgwell Cullum,2004
52271,Han Wudi bie guo dong ming ji,Xian Guo,2016
139,The Lost World,Arthur Conan Doyle,2008
16919,The Bradys and the Girl Smuggler,Francis W. Doughty,2005
44207,Juho Vesainen,Santeri Ivalo,2013
40403,Girls of Highland Hall,Carolyn Watson Rankin,2012
37948,The Beautiful White Devil,Guy Boothby,2011
44904,Mrs. Caudle's Curtain Lectures,Anonymous,2014
44078,The Trail Boys of the Plains,Jay Winthrop Allen,2013
424,General William Booth enters into Heaven and other Poems,Vachel Lindsay,1995
10902,Big and Little Sisters,Theodora R. Jenness,2004
32361,The Prophetic Camera,John McGreevey,2010
10724,The Store Boy,"Horatio Alger, Jr.",2004
2706,The Bravo of Venice,Heinrich Zschokke,2014
5785,A Tramp Abroad,Mark Twain (Samuel Clemens),1994
43065,The Heroine,Eaton Stannard Barrett,2013
28341,Da terra à lua,Jules Verne,2009
7243,"A Connecticut Yankee in King Arthur's Court, Part 2.",Mark Twain (Samuel Clemens),2004
32281,First Man,Clyde Brown,2010
47112,Der Jesuit,Carl Spindler,2014
41837,The Secret Mark,Roy J. Snell,2013
45980,Rowlandson the Caricaturist. First Volume,Joseph Grego,2014
6487,Unknown,Unknown,0
59224,They Were Different,Neil J. Kenney,2019
26478,The Wallypug in London,G. E. Farrow,2008
10349,Naar het middelpunt der Aarde,Jules Gabriel Verne (1828-1905),2003
13709,Wolfville Nights,Alfred Lewis,2004
52784,Heavenly Gifts,Aaron L. Kolom,2016
31995,The Reluctant Weapon,Howard L. Myers,2010
32439,"The Doctor, his Wife, and the Clock",Anna Katharine Green,2010
53549,I Will Maintain,Marjorie Bowen,2016
38296,Wild Adventures round the Pole,Gordon Stables,2011
7265,The History of Pendennis,William Makepeace Thackeray,2005
25753,Radio Boys Loyalty,Wayne Whipple,2008
10570,For Better or Worse,W.W. Jacobs,2004
59505,Sales Resistance,Henry Still,2019
48270,The Motor Rangers' Cloud Cruiser,John Henry Goldfrap,2015
34630,Some Experiences of an Irish R.M.,E. OE. Somerville,2011
19392,The Little Tea Book,Arthur Gray,2006
53605,Erämaan halki,Henryk Sienkiewicz,2016
22686,Een strijd om de schatten van Alva,H. Bertrand,2007
2048,"The Sketch Book of Geoffrey Crayon, Gent.",Washington Irving,2000
6115,The Long Chance,Peter B. Kyne,2004
60294,Welsh Rarebit Tales,Harle Oren Cummins,2019
27908,Fix Bay'nets,George Manville Fenn,2009
20228,Noli Me Tangere,Jose Rizal,2006
49282,The Chronicles of the Imp,Jeffery Farnol,2015
25765,A Dixie School Girl,Gabrielle E. Jackson,2008
26807,Hic et Hec,Comte de Mirabeau,2008
21395,The Last Look,W.H.G. Kingston,2007
43438,Erotika Biblion,Honoré Gabriel Riquetti Mirabeau,2013
18226,My Young Days,Anonymous,2006
21715,Away in the Wilderness,R.M. Ballantyne,2007
3344,"The Wandering Jew, Book VI.",Eugene Sue,2004
12691,The High School Left End,H. Irving Hancock,2004
32726,Death of a B.E.M.,Berkeley Livingston,2010
1569,The Lily of the Valley,Honore de Balzac,1998
37929,Fenn Masterson's Discovery,Allen Chapman,2011
11511,Robinsono Kruso,Daniel Defo,2004
46375,The Phantom Treasure,Harriet Pyne Grove,2014
10463,The Little House in the Fairy Wood,Ethel Cook Eliot,2003
26852,The Blue Germ,Martin Swayne,2008
49342,The Stickit Ministerâs Wooing,S. R. Crockett,2015
56073,Captain Salt in Oz,Ruth Plumly Thompson,2017
43599,A Picture-book of Merry Tales,Anonymous,2013
19709,Danger in Deep Space,Carey Rockwell,2006
47175,Herrn de Charreards deutsche Kinder,Josephine Siebe,2014
31801,The Story of Old Fort Loudon,Charles Egbert Craddock,2010
45859,Patrañas,R. H. Busk,2014
33242,An Amateur Fireman,James Otis,2010
59647,New Bodies for Old,Maurice Renard,2019
15712,Hugo,Arnold Bennett,2005
43397,The Comic English Grammar,Unknown,2013
13740,Mischievous Maid Faynie,Laura Jean Libbey,2004
5805,The League of the Scarlet Pimpernel,Baroness Orczy,2004
510,The Purcell Papers,Joseph Sheridan Le Fanu,2008
38847,Princess Belle-Etoile,Walter Crane,2012
5675,Unknown,Unknown,0
55006,The Sundial,Fred M. White,2017
53008,Kolme miestä veneessä,Jerome K. Jerome,2016
43215,Ivanhoe,Walter Scott,2013
58070,"Home Life in Russia, Volumes 1 and 2",Nikolai Gogol,2018
43853,The Galloping Ghost,Roy J. Snell,2013
21738,Hunted and Harried,R.M. Ballantyne,2007
31659,Side-stepping with Shorty,Sewell Ford,2010
28093,The Confessions of Arsène Lupin,Maurice Leblanc,2009
31083,The Recipe for Diamonds,Charles John Cutcliffe Wright Hyne,2010
1918,Long Odds,H. Rider Haggard,2010
60581,More Bed-Time Stories,Louise Chandler Moulton,2019
4532,Tom Swift and his Photo Telephone,Victor Appleton,2003
56516,Coppertop,Harold Gaze,2018
59259,The Outer Quiet,Herbert D. Kastle,2019
48564,Marcus O'Brienin kohtalo,Jack London,2015
34926,The Camp Fire Girls in After Years,Margaret Vandercook,2011
5155,Caesar's Column,Ignatius Donnelly,2004
25948,Fifty-Two Stories For Girls,Various,2008
37732,The Emigrant's Lost Son,Anonymous,2011
52510,Prince and Heretic,Marjorie Bowen,2016
28564,A Bunch of Cherries,L. T. Meade,2009
12128,A Tiger's Skin,W.W. Jacobs,2004
13315,A Prince of Cornwall,Charles W. Whistler,2004
23498,The Pirate Slaver,Harry Collingwood,2007
39757,Half-Hours with Jimmieboy,John Kendrick Bangs,2012
3155,She,H. Rider Haggard,2006
29406,The Country Beyond,James Oliver Curwood,2009
36731,"Tales of the Wonder Club, Volume III",M. Y. Halidom (pseud. Dryasdust),2011
31739,"The Rebellion in the Cevennes, an Historical Novel",Ludwig Tieck,2010
42648,Les voyages de Gulliver,Jonathan Swift,2013
37766,Strange Stories from the Lodge of Leisures,Unknown,2011
34136,"""Pip""",Ian Hay,2010
59601,Mary Louise Stands the Test,Emma Speed Sampson,2019
55503,Horrors and Atrocities of the Great War,Logan Marshall,2017
41825,The Road Builders,Samuel Merwin,2013
56693,The Boy in the Bush,Richard Rowe,2018
25834,It Might Have Been,Emily Sarah Holt,2008
11866,"The Life and Most Surprising Adventures of Robinson Crusoe, of",Daniel Defoe,2004
44288,The Story of Blue-Beard,Charles Perrault,2013
38222,The Quest of the 'Golden Hope',Percy F. Westerman,2011
43082,Stromboli and the Guns,Francis Gribble,2013
27079,Jonah and Co.,Dornford Yates,2009
59178,Midwinter,John Buchan,2019
45140,On Your Mark!,Ralph Henry Barbour,2014
55924,Setä Pitkäsääri,Jean Webster,2017
25858,The Radio Boys Trailing a Voice,Allen Chapman,2008
4084,"The Adventures of Peregrine Pickle, Volume I",Tobias Smollett,2003
28819,The School Queens,L. T. Meade,2009
58813,Cartoons on the War,Boardman Robinson,2019
6936,Robinson Crusoe,Mary Godolphin,2004
10786,Odd Man Out,W.W. Jacobs,2004
32885,Circle of Flight,Richard Stockham,2010
59376,The Patriot,Charles L. Fontenay,2019
46363,Her Dark Inheritance,Mrs. E. Burke Collins,2014
37307,The Blue Grass Seminary Girls' Vacation Adventures,Carolyn Judson Burnett,2011
39467,Sappho's Journal,Paul Alexander Bartlett,2012
7485,Unknown,Unknown,0
60384,The Poors,Harry Lorayne,2019
179,The Europeans,Henry James,2006
32466,The Wouldbegoods,E. Nesbit,2010
32420,A Yankee Flier with the R.A.F.,Rutherford G. Montgomery,2010
58423,Eight Girls and a Dog,Carolyn Wells,2018
47989,The Yellow Phantom,Margaret Sutton,2015
31986,No Charge for Alterations,Horace Leonard Gold,2010
28149,Her Ladyship's Elephant,David Dwight Wells,2009
17843,The Mysterious Shin Shira,George Edward Farrow,2006
50464,The Lonesome Trail,John Gneisenau Neihardt,2015
58522,Sexueele Zeden in Woord en Beeld,D. Ph. Van Vloten Elderinck,2018
3808,Robur the Conqueror,Jules Verne,2003
