id,title,author,release_date
41199,The Great God Gold,William Le Queux,2012
236,The Jungle Book,Rudyard Kipling,2006
56281,Î£ÏÏÎ±Î²ÏÎ»ÏÎ½ [Schwabylon] oder Der sturmfreie Junggeselle,Alexander Roda Roda,2018
38477,In Jeopardy,Van Tassel Sutphen,2012
55243,The Puzzle in the Pond,Margaret Sutton,2017
11991,Po-No-Kah,Mary Mapes Dodge,2004
55923,Carl The Trailer,Harry Castlemon,2017
41122,Rayton: A Backwoods Mystery,Theodore Goodridge Roberts,2012
26258,Elizabeth Hobart at Exeter Hall,Jean K. Baird,2008
12157,The Unknown,W.W. Jacobs,2004
38493,Jess,Henry Rider Haggard,2012
28440,The Dark Star,Robert W. Chambers,2009
55642,The Sacred Herb,Fergus Hume,2017
1917,The Queen of Hearts,Wilkie Collins,0
46008,The Room with the Tassels,Carolyn Wells,2014
23308,The White Feather Hex,Don Peterson,2007
1629,I Say No,Wilkie Collins,1999
45347,The Master Key,L. Frank Baum,2014
41483,The Yazoo Mystery,Irving Craddock,2012
30690,The Casual Ward,A. D. Godley,2009
50682,The Planet Mappers,E. Everett Evans,2015
10468,Aunt Jane's Nieces in Society,Edith Van Dyne,2003
45462,The Wonder of War on Land,Francis Rolt-Wheeler,2014
6882,This Simian World,"Clarence Day, Jr.",2004
10849,Saved at Sea,Mrs. O.F. Walton,2004
34934,"'£19,000'",Burford Delannoy,2011
31309,Der Trotzkopf,Emmy von Rhoden,2010
25466,Little Bobtail,Oliver Optic,2008
56752,Double Play,Ralph Henry Barbour,2018
37042,The Coming of the King,James Hocking,2011
38357,By Right of Sword,Arthur W. Marchmont,2011
9320,"A Doctor of the Old School, Complete",Ian Maclaren,2006
57614,The Spanish Galleon,Charles Sumner Seeley,2018
20628,Torchy and Vee,Sewell Ford,2007
38018,Girl Scouts in the Rockies,Lillian Elizabeth Roy,2011
59404,The Drivers,Edward W. Ludwig,2019
50613,My Short Story Book,Various,2015
34952,Nas trevas,Camilo Castelo Branco,2011
59535,Project Hi-Psi,Frank Riley,2019
38610,Frank Merriwell's New Comedian,Burt L. Standish,2012
46866,The Adventures of Peter Cottontail,Thornton W. Burgess,2014
34668,The Young Yagers,Mayne Reid,2010
39342,"The Sea: Its Stirring Story of Adventure, Peril, & Heroism. Volume 2",Frederick Whymper,2012
28804,Oswald Bastable and Others,Edith Nesbit,2009
37149,Fritz to the Front,Edward L. Wheeler,2011
39933,The Amazing Inheritance,Frances R. Sterrett,2012
59287,Freeway,Bryce Walton,2019
15593,Les aventures de M. Colin-Tampon,Jules Girardin,2005
2795,"Bob, Son of Battle",Alfred Ollivant,2007
55513,Sea Scouts All,Percy F. Westerman,2017
30932,Before Egypt,E. K. Jarvis,2010
84,Frankenstein,Mary Wollstonecraft (Godwin) Shelley,2008
58820,Whose Body?,Dorothy L. Sayers,2019
46638,Näkymätön mies,H. G. Wells,2014
32761,"Caxton's Book: A Collection of Essays, Poems, Tales, and Sketches.",W. H. Rhodes,2010
21576,The Privateersman,Frederick Marryat,2007
25488,The Grocery Man And Peck's Bad Boy,George W. Peck,2008
10562,Friends In Need,W.W. Jacobs,2004
60328,The Boy Travellers on the Congo,Thomas W. Knox,2019
45263,Rikos ja rangaistus,Fyodor Dostoyevsky,2014
1833,The Case of the Registered Letter,Augusta Groner,1999
51729,Demonien ruhtinatar,Nikolai Vasilevich Gogol,2016
8083,"The Allis Family; or, Scenes of Western Life",American Sunday School Union,2005
1033,Rose O' the River,Kate Douglas Wiggin,2006
59556,Communication,Charles Fontenay,2019
54995,Uncle Wiggily's Fortune,Howard R. Garis,2017
54147,Dorothy Dale and Her Chums,Margaret Penrose,2017
23242,Laramie Holds the Range,Frank H. Spearman,2007
36574,Baby Jane's Mission,Reginald Parnell,2011
8681,The Face And The Mask,Robert Barr,2004
48745,Captain of the Crew,Ralph Henry Barbour,2015
33529,The Return of Tharn,Howard Carleton Browne,2010
9112,The Dare Boys of 1776,Stephen Angus Cox,2005
7197,"The Adventures of Tom Sawyer, Part 5.",Mark Twain (Samuel Clemens),2004
58947,Doctor Dolittle's Post Office,Hugh Lofting,2019
374,Fantastic Fables,Ambrose Bierce,2007
27962,One Snowy Night,Emily Sarah Holt,2009
33609,Marguerite de Valois,Alexandre Dumas,2010
38863,"My Lords of Strogue Vol. III, (of III)",Lewis Wingfield,2012
26977,The Old Tobacco Shop,William Bowen,2008
44922,The Last of the Flatboats,George Cary Eggleston,2014
19131,Golden Lads,Arthur Gleason and Helen Hayes Gleason,2006
23485,The Old Man's Bag,T. W. H. Crosland,2007
23530,Adventures in Many Lands,Various,2007
60270,Deep Sea Hunters in the Frozen Seas,A. Hyatt Verrill,2019
44455,Noémi,S. Baring-Gould,2013
60458,Midnight,Rutherford George Montgomery (1894-1985),2019
21599,"Tum Tum, the Jolly Elephant",Richard Barnum,2007
35265,A Search For A Secret (Vol 2 of 3),G. A. Henty,2011
47411,Tom Sawyer ilmailija,Mark Twain,2014
30963,A Knyght Ther Was,Robert F. Young,2010
37314,The Bradys After a Chinese Princess,Francis Worcester Doughty,2011
47789,The Doctor's Red Lamp,Various,2014
44426,Stories of the Days of King Arthur,Charles Henry Hanson,2013
2712,A Drift from Redwood Camp,Bret Harte,2006
21089,Young Tom Bowling,J.C. Hutcheson,2007
454,Unknown,Unknown,0
49269,The Boy Scouts in the Saddle,Robert Shaler,2015
22015,As Minas de Salomão,Rider Haggard,2007
34284,The Wood Fire in No. 3,F. Hopkinson Smith,2010
1991,Old Friends,Andrew Lang,2013
51111,Isät ja lapset,Ivan Sergeevich Turgenev,2016
24342,The Story of the Outlaw,Emerson Hough,2008
59558,"Your Servant, Sir",Sol Boren,2019
5417,Unknown,Unknown,0
29131,Out of the Depths,Robert Ames Bennet,2009
50217,Dave Dawson with the Pacific Fleet,Robert Sidney Bowen,2015
34611,Geoffrey Hampstead,Thomas Stinson Jarvis,2010
11,Aliceâs Adventures in Wonderland,Lewis Carroll,1994
45271,Sota ja rauha I,Leo Tolstoy,2014
47491,"Motor Matt's Red Flyer, or, On the High Gear",Stanley R. Matthews,2014
34219,The Enchanted Castle,E. Nesbit,2010
42168,"The Pit Town Coronet, Volume II (of 3)",Charles James Wills,2013
22113,Peggy Stewart at School,Gabrielle E. Jackson,2007
41020,"Clara Vaughan, Volume I (of III)",R. D. Blackmore,2012
58577,The Fur-Seal's Tooth,Kirk Munroe,2018
45697,Waverley,Walter Scott,2014
42630,The Outdoor Chums in the Big Woods,Quincy Allen,2013
60024,Jingle in the Jungle,Aldo Giunta,2019
39210,The Ice Queen,Ernest Ingersoll,2012
4756,The Love Sonnets of a Hoodlum,Wallace Irwin,2003
30539,The Terrible Answer,Arthur G. Hill,2009
5164,The Beetle,Richard Marsh,2004
50781,The Mystery Ship,Percy F. Westerman,2015
757,Fifty Bab Ballads,W. S. Gilbert,2019
28679,Forgotten Tales of Long Ago,E. V. Lucas,2009
34535,Digby Heathcote,W.H.G. Kingston,2010
40178,The Carter Girls' Mysterious Neighbors,Nell Speed,2012
9968,The Young Woodsman,J. Macdonald Oxley,2006
40667,The Mystery of Jockey Hollow,Cleo Garis,2012
5066,The Whole Family,"William Dean Howells, Mary E. Wilkins Freeman, Mary Heaton Vorse, Mary Stewart Cutting, Elizabeth Jordan, John Kendrick Bangs, Henry James, Elizabeth Stuart Phelps, Edith Wyatt, Mary Raymond Shipman Andrews, Alice Brown, Henry Van Dyke",2004
28040,Robin Tremayne,Emily Sarah Holt,2009
38470,Lord John in New York,C. N. Williamson,2012
19502,Frank Merriwell's Chums,Burt L. Standish,2006
48505,David Blaize and the Blue Door,E. F. (Edward Frederic) Benson,2015
9218,"Footprints on the Sea-Shore (From ""Twice Told Tales"")",Nathaniel Hawthorne,2005
44620,Le crime d'Orcival,Émile Gaboriau,2014
4711,"Tom Swift in the City of Gold, or, Marvelous Adventures Underground",Victor Appleton,2003
58300,Das erste Schuljahr,Agnes Sapper,2018
21303,Devon Boys,George Manville Fenn,2007
15432,Henry Brocken,Walter J. de la Mare,2005
30958,Jack Winters' Campmates,Mark Overton,2010
14530,"Lippincott's Magazine, August, 1885",Various,2004
36499,Rounding up the Raider,Percy F. Westerman,2011
53181,Eräitä kertoelmia,H. G. Wells,2016
4548,Cinq Semaines En Ballon,Jules Verne,2003
55065,American Thumb-prints,Kate Stephens,2017
32128,The Enormous Room,Horace Leonard Gold,2010
19161,De Roos van Dekama,J. van Lennep,2006
34378,Hans Brinker,Mary Mapes Dodge,2010
48963,The Viper of Milan,Marjorie Bowen,2015
42250,Dave Dawson with the Commandos,R. Sidney Bowen,2013
33804,"The Mysteries of Paris, Volume 5 of 6",Eugène Sue,2010
48304,The Family at Misrule,Ethel Turner,2015
26451,A Stable for Nightmares,J. Sheridan Le Fanu,2008
50309,Dave Dawson in Libya,Robert Sydney Bowen,2015
58628,Watermelon Mystery at Sugar Creek,Paul Hutchens,2019
48848,Frank Armstrong at Queens,Matthew M. Colton,2015
54979,The Yellow Holly,Fergus Hume,2017
19120,The Saddle Boys of the Rockies,James Carson,2006
38939,The Little Colonel at Boarding-School,Annie Fellows Johnston,2012
56066,Der Luftpirat und sein lenkbares Luftschiff 42: Im Todeskrater des neuen Planeten,Anonymous,2017
12133,Lady of the Barge,W. W. Jacobs,2006
60065,Wings and Stings,A. L. O. E.,2019
60443,Eddie,Frank Riley,2019
45680,Flying the Coast Skyways,Ambrose Newcomb,2014
32567,Forging the Blades,Bertram Mitford,2010
56058,Lost in the Atlantic Valley,Luis Senarens,2017
21571,The Pacha of Many Tales,Frederick Marryat,2007
1441,The Story of an African Farm,(AKA Ralph Iron) Olive Schreiner,1998
56234,Fire In The Woods,James De Mille,2017
36982,Het voedsel der Goden en hoe het op Aarde kwam,H. G. Wells,2011
33816,The Hollow Tree and Deep Woods Book,Albert Bigelow Paine,2010
3276,"The Complete Works of Artemus Ward, Part 6",Charles Farrar Browne,2002
3339,"The Wandering Jew, Book I.",Eugene Sue,2004
55725,The Train Boy,Horatio Alger Jr.,2017
17546,The Lion of Saint Mark,G. A. Henty,2006
33777,Tom Brown at Rugby,Thomas Hughes,2010
46691,Biography for Beginners,Various,2014
2785,The Elusive Pimpernel,Baroness Emmuska Orczy,2001
39543,A Holiday in Bed and Other Sketches,J. M. Barrie,2012
47072,Hiilikaivoksessa,Jules Verne,2014
37761,A Damaged Reputation,Harold Bindloss,2011
31937,Evil Out of Onzar,Mark Ganes,2010
34083,Stories of the Olden Time,Various,2010
34549,Child Life in Prose,Various,2010
5179,A Siren,Thomas Adolphus Trollope,2004
41513,The New Boys at Oakdale,Morgan Scott,2012
15964,The Child of the Dawn,Arthur Christopher Benson,2005
32615,The Hell Ship,Raymond Alfred Palmer,2010
39433,Frank Merriwell's Backers,Burt L. Standish,2012
38961,"Narrative of the surveying voyages of His Majesty's ships Adventure and Beagle, between the years 1826 and 1836",Robert FitzRoy,2012
24547,In the Wilds of Florida,W.H.G. Kingston,2008
2566,How to Fail in Literature,Andrew Lang,2005
57080,Musta tähti,Sven Elvestad,2018
26193,The Rover Boys in Southern Waters,Arthur M. Winfield,2008
49442,"Crusoe in New York, and other tales",Edward Everett Hale,2015
60081,Star People,Katharine Fay Dewey,2019
57631,The Power-House,John Buchan,2018
33064,The Blind Man's Eyes,William MacHarg,2010
800,Le Tour du Monde en 80 Jours,Jules Verne,1997
57885,The Tickencote Treasure,William Le Queux,2018
30187,Death Points a Finger,Will Levinrew,2009
14678,The War of the Wenuses,C. L. Graves and E. V. Lucas,2005
31497,The Brassbounder,David W. Bone,2010
43886,Bunyan's Pilgrim's Progress,Samuel Phillips Day,2013
3494,Bluebeard,Kate Douglas Wiggin,2002
4743,The Country Beyond,James Oliver Curwood,2003
10213,The Everlasting Whisper,Jackson Gregory,2003
20314,Pearl and Periwinkle,Anna Graetz,2007
40491,The Red Lottery Ticket,Fortuné Du Boisgobey,2012
46153,The Notting Hill Mystery,Charles Felix,2014
28482,Sawtooth Ranch,B. M. Bower,2009
32284,The Hitch Hikers,Vernon L. McCain,2010
23853,Ran Away to Sea,Mayne Reid,2007
19196,Homeburg Memories,George Helgesen Fitch,2006
14361,Carmen's Messenger,Harold Bindloss,2004
53414,Dave Porter and His Classmates,Edward Stratemeyer,2016
44923,Slim Evans and his Horse Lightning,Graham M. Dean,2014
27980,Wood Rangers,Mayne Reid,2009
14789,"Aventures de Monsieur Pickwick, Vol. II",Charles Dickens,2005
22012,The Rover Boys on a Hunt,Arthur M. Winfield (Edward Stratemeyer),2007
34430,Nelly's Silver Mine,Helen Hunt Jackson,2010
32918,With Rifle and Bayonet,F.S. Brereton,2010
60467,A Question of Identity,Frank Riley,2019
58751,The Friendly Five,Mary C. Hungerford,2019
31597,Out of the Earth,George Edrich,2010
25118,When Grandmamma Was New,Marion Harland,2008
32811,Holiday House,Catherine Sinclair,2010
44400,Ticktock and Jim,Keith Robertson,2013
8532,Andivius Hedulio,Edward Lucas White,2004
53440,Marjorie Dean's Romance,Pauline Lester,2016
37361,Pan Michael,Henryk Sienkiewicz,2011
5841,"Sketches New and Old, Part 6.",Mark Twain (Samuel Clemens),2004
34035,The Hillman,E. Phillips Oppenheim,2010
1853,The Ninth Vibration And Other Stories,L. Adams Beck,1999
43390,The Factory Boy,Madeline Leslie,2013
44151,Perkins of Portland,Ellis Parker Butler,2013
21102,Tom and Some Other Girls,Mrs. George de Horne Vaizey,2007
2691,Nan Sherwood at Pine Camp,Annie Roe Carr,2001
3070,The Hound of the Baskervilles,Arthur Conan Doyle,2002
31122,The Mystery of Witch-Face Mountain and Other Stories,Charles Egbert Craddock,2010
2809,Main-Travelled Roads,Hamlin Garland,0
36724,Dutch the Diver,George Manville Fenn,2011
39872,"The Three Perils of Man, Vol. 2 (of 3)",James Hogg,2012
47572,La vieja verde,Manuel Fernández y González,2014
59127,"A Memoir of Robert Blincoe, an Orphan Boy",John Brown,2019
37691,The Travelling Companions,F. Anstey,2011
44083,The Count of the Saxon Shore,Alfred John Church,2013
34592,Behind the Green Door,Mildred A. Wirt,2010
27682,The Panchronicon,Harold Steele Mackaye,2009
55737,Queen Zixi of Ix,L. Frank Baum,2017
56555,The Magical Mimics in Oz,Jack Snow,2018
56780,The Hemlock Avenue Mystery,Roman Doubleday,2018
40586,Billie Bradley and Her Classmates,Janet D. Wheeler,2012
59254,The Inimitable Jeeves,P. G. (Pelham Grenville) Wodehouse,2019
21879,The Sins of Séverac Bablon,Sax Rohmer,2007
47271,The Second Dandy Chater,Tom Gallon,2014
60322,The Missing Pocket-Book,Harry Castlemon,2019
47576,The Moon Colony,William Dixon Bell,2014
48343,Clergymen and Doctors,Anonymous,2015
27916,Gabriel and the Hour Book,Evaleen Stein,2009
33569,Kastle Krags,Absalom Martin,2010
11860,"Black Beauty, Young Folks' Edition",Anna Sewell,2004
58878,Donahey's Cartoons,J. H. Donahey,2019
55102,The Wooden Hand,Fergus Hume,2017
33305,Lost Man's Lane,Anna Katharine Green,2010
39202,Ever Heard This?,F. W. Chambers,2012
12205,Lawyer Quince,W.W. Jacobs,2004
59368,Juvenile Delinquent,Edward W. Ludwig,2019
51755,Hawaiian Sea Hunt Mystery,Andy Adams,2016
40254,Bert Wilson's Twin Cylinder Racer,J. W. Duffield,2012
41216,Sonnets of a Budding Bard,Nixon Waterman,2012
56902,The Soul Scar,Arthur Benjamin Reeve,2018
52610,Ward Hill the Senior,Everett T. Tomlinson,2016
58369,"Tuen, Slave and Empress",Kathleen Gray Nelson,2018
47564,Twilight Land,Howard Pyle,2014
39921,Les vrais mystÃ¨res de Paris,FranÃ§ois Vidocq,2012
22086,"The Son of Monte-Cristo, Volume II (of 2)",Alexandre Dumas père,2007
35661,Mysterious Mr. Sabin,E. Phillips Oppenheim,2011
38453,The Radio Boys at Mountain Pass,Allen Chapman,2012
35920,The Sea Lady,Herbert George Wells,2011
45330,Arvid Kurck och hans samtida,Voldemar Lindman,2014
17047,The Half-Hearted,John Buchan,2005
40510,The Watcher,J. Sheridan Le Fanu,2012
27190,Pussy and Doggy Tales,Edith Nesbit,2008
40038,The Lone Ranger Rides,Fran Striker,2012
16101,Diane of the Green Van,Leona Dalrymple,2005
49653,Stories from the Trenches,Carleton B. Case,2015
28069,Alice in Blunderland,John Kendrick Bangs,2009
56085,The Silver Princess in Oz,Ruth Plumly Thompson,2017
54367,A Blundering Boy,Bruce Weston Munro,2017
41524,Marion Berkley,Elizabeth B. Comins,2012
18357,A Jacobite Exile,G. A. Henty,2006
33783,"I misteri del castello d'Udolfo, vol. 3",Ann Radcliffe,2010
5004,Unknown,Unknown,0
40034,The Princess Dehra,John Reed Scott,2012
57616,The Secret of Wyvern Towers,T. W. Speight,2018
13215,Edwy the Fair or the First Chronicle of Aescendune,A. D. Crake,2004
1862,Tartarin of Tarascon,Alphonse Daudet,1999
3714,Undine,Friedrich de la Motte Fouque,2003
57844,The Adventures of Jimmy Brown,W. L. Alden,2018
5842,"Sketches New and Old, Part 7.",Mark Twain (Samuel Clemens),2004
44278,"From the Earth to the Moon, Direct in Ninety-Seven Hours and Twenty Minutes: and a Trip Round It",Jules Verne,2013
32010,A Feast of Demons,William Morrison,2010
57527,The great white way;,Albert Bigelow Paine,2018
59314,Snowball,Poul Anderson,2019
56432,The Peacock of Jewels,Fergus Hume,2018
15808,"The History of Richard Raynal, Solitary",Robert Hugh Benson,2005
54888,The Clock and the Key,Arthur Henry Vesey,2017
55417,The Gentleman Who Vanished,Fergus Hume,2017
8166,"Gargantua and Pantagruel, Book I.",Francois Rabelais,2004
17690,The Master of Appleby,Francis Lynde,2006
17228,Swingin Round the Cirkle.,Petroleum V. Nasby,2005
59771,The Black Police,A. J. Vogan,2019
12607,You Can Search Me,Hugh McHugh,2004
6127,The Great Stone of Sardis,Frank R. Stockton,2004
23499,The Hunters' Feast,Mayne Reid,2007
32287,Know Thy Neighbor,Elisabeth R. Lewis,2010
53252,The Boy Apprenticed to an Enchanter,Padraic Colum,2016
32266,Sugar Plum,Reginald Bretnor,2010
59149,The Elroom,Jerry Sohl,2019
58890,The Mysteries and Miseries of San Francisco,Californian,2019
52287,A Struggle for a Fortune,Harry Castlemon,2016
42182,The Hyborian Age,Robert E. Howard,2013
47718,Mr. Punch At Home,Various,2014
35321,Selvaggia deâ Vergiolesi,Giuseppe Tigri,2011
33004,The Red Rat's Daughter,Guy Boothby,2010
39786,Beau Brocade,Baroness Orczy,2012
41529,Tales from the X-bar Horse Camp,Will C. Barnes,2012
18425,Een Kapitein van 15 Jaar,Jules Verne,2006
47161,"The Mad Pranks of Tom Tram, Son-in-law to Mother Winter",Humphrey Crouch,2014
49033,A Draught of the Blue -- An Essence of the Dusk,F. W. Bain,2015
48153,Fables,Sir Ronald Ross,2015
41926,Friar Tuck,Robert Alexander Wason,2013
9913,The Trail Book,Mary Austin,2006
26702,Studies in love and in terror,Marie Belloc Lowndes,2008
44862,"Linda Carlton, Air Pilot",Edith Lavell,2014
13720,"Mardi: and A Voyage Thither, Vol. I (of 2)",Herman Melville,2004
46222,The Fantasy Fan September 1933,Various,2014
39137,Shrewsbury,Stanley J. Weyman,2012
501,The Story of Doctor Dolittle,Hugh Lofting,2016
43702,The Adventures of a Modest Man,Robert W. Chambers,2013
17647,The Strange Case of Cavendish,Randall Parrish,2006
37171,"Lost Sir Massingberd, v. 2/2",James Payn,2011
29203,Ruth Fielding at Briarwood Hall,Alice B. Emerson,2009
37547,The Fairies and the Christmas Child,Lilian Gask,2011
33606,The Fairy School of Castle Frank,Grant Balfour,2010
28418,The Black Buccaneer,Stephen W. Meader,2009
59828,The String of Pearls,James Malcolm Rymer,2019
21626,Adrift in the Wilds,Edward S. Ellis,2007
29877,The Million-Dollar Suitcase,Alice MacGowan,2009
23382,Crown and Sceptre,George Manville Fenn,2013
42274,With the Indians in the Rockies,James Willard Schultz,2013
58533,Forge of Foxenby,R. A. H. Goodyear,2018
54183,Le livre de la Jungle,Rudyard Kipling,2017
3532,My Discovery of England,Stephen Leacock,2002
59144,The Master of Greylands,Mrs. Henry Wood,2019
25722,Leben und Schicksale des Katers Rosaurus,Amalie Winter,2008
47788,"Motor Matt's Triumph, or, Three Speeds Forward",Stanley R. Matthews,2014
41481,Astounding Stories of Super-Science January 1930,Victor Rousseau,2012
53459,Deutsche Humoristen (7. Band),Ottomar Enking,2016
54749,Billy To-morrow's Chums,Sarah Pratt Carr,2017
28849,Smugglers' Reef,John Blaine,2009
48168,Funny Stories Told By The Soldiers,Carleton B. Case,2015
50887,Ligeia und andere Novellen / Sieben Gedichte,Edgar Allan Poe,2016
31758,Call Him Savage,John Pollard,2010
26104,That Scholarship Boy,Emma Leslie,2008
1182,Dope,Sax Rohmer,1998
17317,Genio y figura,Juan Valera,2005
41132,The Bomb-Makers,William Le Queux,2012
48034,Old Broadbrim Into the Heart of Australia,"Author of ""Old Broadbrim""",2015
30558,Claim Number One,George W. (George Washington) Ogden,2009
43465,The Kangaroo Hunters,Anne Bowman,2013
10521,The Primadonna,F. Marion Crawford,2003
37184,La filleule de LagardÃ¨re; II,Paul Mahalin,2011
34749,The Girls of Central High on Track and Field,Gertrude W. Morrison,2010
31135,The Adventures of the Eleven Cuff-Buttons,James Francis Thierry,2010
12487,A quoi tient l'amour?,Emile Blémont,2004
54270,The Human Boy,Eden Phillpotts,2017
32712,Cube Root of Conquest,Roger Phillips Graham,2010
21748,Black Ivory,R.M. Ballantyne,2007
57311,The Heart of a Mystery,T. W. Speight,2018
2038,The Lock And Key Library,Various,2005
2358,The After House,Mary Roberts Rinehart,2000
51219,Princess Badoura,Laurence Housman,2016
3005,Tom Swift and his Airship,Victor Appleton,2002
53198,Penny Allen and the Mystery of the Hidden Treasure,Jean Lyttleton McKechnie,2016
59517,"Sink or Swim; or, Harry Raymond's Resolve",Horatio Alger,2019
28264,"Cleek, the Master Detective",Thomas W. Hanshew,2009
29194,G-r-r-r...!,Roger Arcot,2009
22503,Piccoli eroi,Cordelia,2007
32909,Zero the Slaver,Lawrence Fletcher,2010
19951,Ted Strong in Montana,Edward C. Taylor,2006
14301,Atlantida,Pierre Benoit,2004
39297,The Red Cockade,Stanley J. Weyman,2012
14574,Gunsight Pass,William MacLeod Raine,2005
26686,Unterm Birnbaum,Theodor Fontane,2008
41176,The Great Airship.,F. S. Brereton,2012
52188,De Roode Pimpernel,Baronesse Orczy,2016
58291,Prinssi ja kaunis näyttelijätär,Sven Elvestad,2018
31642,Eyes Like the Sea,MÃ³r JÃ³kai,2010
3340,"The Wandering Jew, Book II.",Eugene Sue,2004
23286,The Rover Boys Under Canvas,Arthur M. Winfield,2007
15502,The Desert Valley,Jackson Gregory,2005
49131,Wings over England,Roy Judson Snell,2015
36406,Mercedes of Castile,J. Fenimore Cooper,2011
35426,Polaris of the Snows,Charles B. Stilson,2011
1249,Unknown,Unknown,0
25744,Teams,Ann Wilson,2008
54118,De avonturen van kapitein Bob,Daniel Defoe,2017
55982,Forward Pass,Ralph Henry Barbour,2017
59588,The Happy Herd,Bryce Walton,2019
30723,Fathers and Children,Ivan Sergeevich Turgenev,2009
38684,Parson Kelly,A. E. W. (Alfred Edward Woodley) Mason,2012
60345,The War Zone of the Kaiser,Capt. V. T. Sherman,2019
32639,The Medici Boots,Pearl Norton Swet,2010
931,The Bab Ballads,W. S. Gilbert,2019
37271,The Ranch Girls and Their Heart's Desire,Margaret Vandercook,2011
54869,The Clue,Carolyn Wells,2017
37903,The Girl Crusoes,Mrs. Herbert Strang,2011
37952,The Adventures of Chatterer the Red Squirrel,Thornton W. Burgess,2011
8443,The Mysteries of Montreal,Charlotte Fuhrer,2005
32889,Cue for Quiet,Thomas L. Sherred,2010
32316,The Honored Prophet,William E. Bentley,2010
26984,Across the Mesa,Jarvis Hall,2008
44658,History of Orrin Pierce,American Sunday-School Union,2014
14902,"Deadwood Dick, The Prince of the Road",Edward L. Wheeler,2005
24769,The Opal Serpent,Fergus Hume,2008
36804,The League of the Leopard,Harold Bindloss,2011
31700,Reflections of a Bachelor Girl,Helen Rowland,2010
60515,Homecoming,Miguel Hidalgo,2019
5408,Unknown,Unknown,0
40832,The Veiled Man,William Le Queux,2012
47738,Captain Ravenshaw,Robert Neilson Stephens,2014
55914,"Deutsche Humoristen, 8. Band (von 8)",Otto Julius Bierbaum,2017
40449,The Woman with One Hand (and) Mr. Ely's Engagement,Richard Marsh,2012
59126,Faulkner's Folly,Carolyn Wells,2019
46952,The Adventures of Old Man Coyote,Thornton W. Burgess,2014
41259,Dan Carter and the Haunted Castle,Mildred A. Wirt,2012
49381,Humoresken (Zweites BÃ¤ndchen),Ernst Eckstein,2015
51749,Fairview Boys and Their Rivals,Frederick Gordon,2016
3140,Idle Ideas in 1905,Jerome K. Jerome,2013
57832,Vathek,William Beckford,2018
6584,Princess Polly's Gay Winter,Amy Brooks,2004
34790,Perverted Proverbs,"Harry Graham, (AKA Col. D. Streamer)",2010
41525,The House Opposite,Elizabeth Kent,2012
48975,The Gland Stealers,Bertram Gayton,2015
26562,Poésies érotiques,Évariste Désiré de Forges Parny,2008
28198,A Budget of Christmas Tales by Charles Dickens and Others,Various,2009
60255,Roy Blakeley's Funny-bone Hike,Percy Keese Fitzhugh,2019
556,Rewards and Fairies,Rudyard Kipling,1996
56885,Morganin miljoonat,Sven Elvestad,2018
39113,Los hermanos Plantagenet,Manuel Fernández y González,2012
6027,In the Closed Room,Frances Hodgson Burnett,2004
12211,A Spirit of Avarice,W.W. Jacobs,2004
31439,"Weird Tales, Vol. II.",E. T. A. Hoffmann,2010
44877,L'escole des filles,Michel Millot,2014
38289,The Sa'-Zada Tales,William Alexander Fraser,2011
27566,La Force,Paul Adam,2008
43140,The Little School-Mothers,L.T. Meade,2013
32411,Queen of the Flaming Diamond,Leroy Yerxa,2010
18120,In de Oer-wouden van Afrika,Jules Verne,2006
52871,Laakson lilja,Honoré de Balzac,2016
28675,Red Men and White,Owen Wister,2009
38050,All (Frightfully Unofficial) about an Old Friend of mine.,T. C. Gash,2011
21106,Bob Strong's Holidays,John Conroy Hutcheson,2007
55896,With Mask and Mitt,Albertus T. Dudley,2017
32667,The Holes and John Smith,Edward W. Ludwig,2010
47400,George Cruikshank's Omnibus,George Cruikshank,2014
12152,Keeping Watch,W.W. Jacobs,2004
43301,Wizard Will,Prentiss Ingraham,2013
47307,"Nancy Dale, Army Nurse",Ruby Lorraine Radford,2014
6848,"The Prince of India, Volume I",Lew. Wallace,2004
21552,Masterman Ready,Captain Frederick Marryat,2007
29954,There is a Reaper ...,Charles V. De Vet,2009
1222,Cobb's Anatomy,Irvin S. Cobb,1998
3821,The Roman and the Teuton,Charles Kingsley,2007
32045,The Boy Scouts in A Trapper's Camp,Thornton W. Burgess,2010
15247,John Henry Smith,Frederick Upham Adams,2005
4637,Unknown,Unknown,0
50224,The Boy Scouts at Mobilization Camp,Robert Shaler,2015
28337,Hushed Up,William Le Queux,2009
6100,Pollyanna Grows Up,Eleanor H. Porter,2004
32900,Rats in the Belfry,John York Cabot,2010
48432,L'homme qui assassina,Claude FarrÃ¨re,2015
24287,The Man from the Bitter Roots,Caroline Lockhart,2008
17913,Clemence,Retta Babcock,2006
59198,The Seven Conundrums,E. Phillips Oppenheim,2019
37440,The Wanderer (Volume 4 of 5),Fanny Burney,2011
3347,"The Wandering Jew, Book IX.",Eugene Sue,2004
1890,"""Speaking of Operations--""",Irvin S. Cobb,1999
25670,Sea-Dogs All!,Tom Bevan,2008
1915,The Second Thoughts of an Idle Fellow,Jerome K. Jerome,2015
41361,The King of Gee-Whiz,Emerson Hough,2012
52253,Vainottu,Arthur Conan Doyle,2016
32093,Loyal to the School,Angela Brazil,2010
10474,The Lost Naval Papers,Bennet Copplestone,2003
59616,A Little Knowledge,Russ Winterbotham,2019
